#wpdx_id,#lat_deg,#lon_deg,#clean_country_name,#status_clean,#clean_adm1,#clean_adm2,#clean_adm3,#clean_adm4,#water_source_clean,#water_tech_clean,#subjective_quality_clean
6CVCWR2G+G9F,7.901321667,-11.17407222,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Hydram Pump,Acceptable quality
6CVCVR92+8WG,7.868321944,-11.19767333,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Hydram Pump,Acceptable quality
6CVCMWVV+87M,7.693333333,-11.05681667,Sierra Leone,1,Eastern,Kenema,Gaura,Not Reported,Not Reported,Public Tapstand,Not Reported
6CW8CRMP+2FV,8.432624722,-13.16382306,Sierra Leone,1,Western,Western Rural,Freetown2,Not Reported,Piped Water,Motorized Pump,Acceptable quality
6CW8JQHW+8G2,8.62825,-13.203745,Sierra Leone,1,Northern,Port Loko,Kaffu Bullom,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8FQJ2+4CM,8.480332615,-13.2489622,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CWCGQR5+8CP,8.540830833,-11.24141472,Sierra Leone,1,Eastern,Kono,Nimiyama,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW88QVJ+QPX,8.344486389,-13.21814333,Sierra Leone,1,Western,Western Rural,Freetown4,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8FPV7+JGJ,8.494075,-13.28622194,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCVR94+HWM,7.868967258,-11.19271425,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCWVQ4+8RG,7.938306389,-11.1429225,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCXV57+73W,7.958225833,-11.13729833,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Not Reported
6CW86RRW+PQF,8.241811389,-13.15308639,Sierra Leone,1,Western,Western Rural,Freetown4,Not Reported,Piped Water,Public Tapstand,Bad taste
6CVFX557+WGR,7.959869722,-10.83623667,Sierra Leone,1,Eastern,Kailahun,Jawie,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVFR5GQ+P3R,7.826871944,-10.81234694,Sierra Leone,1,Eastern,Kailahun,Malema,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCVRH4+MG9,7.87916613,-11.19363597,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Hydram Pump,Acceptable quality
6CVCWVQ5+FW5,7.938633333,-11.14013333,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Not Reported,Public Tapstand,Not Reported
6CW8FQR3+2VV,8.490113889,-13.24533778,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Bad color
6CW8FRF7+G4G,8.4738225,-13.18717083,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Not Reported
6CW8FP4J+Q72,8.456882222,-13.26934444,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCMW6F+63G,7.660558611,-11.07729472,Sierra Leone,1,Eastern,Kenema,Gaura,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCVR92+C5Q,7.868578889,-11.19950667,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Hydram Pump,Acceptable quality
6CWC2V7Q+V7J,8.014755556,-11.11183639,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCVRJ3+4RC,7.880305833,-11.19547528,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Hydram Pump,Acceptable quality
6CVCVRQ6+H4G,7.888948017,-11.18968636,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CWC2V58+7H8,8.008183611,-11.1336175,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Hydram Pump,Acceptable quality
6CW8CR7V+938,8.413407267,-13.15729922,Sierra Leone,1,Western,Western Rural,Freetown2,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCVQCX+J96,7.87152573,-11.20161051,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCVRJ6+W8X,7.88235348,-11.1891498,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Motorized Pump,Acceptable quality
6CWC2V7P+H8X,8.013991111,-11.11413972,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Hydram Pump,Acceptable quality
6CVCVRM6+3V3,7.882636389,-11.18781417,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Motorized Pump,Acceptable quality
6CW8FQHP+RQR,8.479617284,-13.2131111,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8FQJP+8PV,8.480871389,-13.21319806,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8FQJ2+J73,8.481508889,-13.24932806,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCWR27+89X,7.90086569,-11.18652955,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW89VXM+GP5,8.398773333,-13.1156525,Sierra Leone,1,Western,Western Rural,Freetown3,Not Reported,Piped Water,Public Tapstand,Not Reported
6CW87RMC+R3C,8.28456486,-13.17984687,Sierra Leone,1,Western,Western Rural,Freetown4,Not Reported,Piped Water,Rope and Bucket,Acceptable quality
6CVCVR94+FX8,7.868665556,-11.19256222,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCVRH6+8F6,7.878294167,-11.18887306,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Hydram Pump,Acceptable quality
6CVCWVR5+FMC,7.941197778,-11.140865,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Hydram Pump,Acceptable quality
6CVCWVQ2+4RR,7.937850278,-11.14797972,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Hydram Pump,Acceptable quality
6CW88R55+2PG,8.307555556,-13.19066833,Sierra Leone,1,Western,Western Rural,Freetown4,Not Reported,Piped Water,Rope and Bucket,Bad color
6CW8FP4H+8CJ,8.455825833,-13.27149944,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCVRH8+8QV,7.878367439,-11.18308617,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCJX35+VJM,7.604716667,-11.04096667,Sierra Leone,1,Eastern,Kenema,Gaura,Not Reported,Not Reported,Public Tapstand,Not Reported
6CW8FP9M+F9M,8.468720833,-13.26658333,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW88R56+G29,8.308789167,-13.18990583,Sierra Leone,1,Western,Western Rural,Freetown4,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW86WC2+CJV,8.221100278,-13.09844472,Sierra Leone,1,Western,Western Rural,Freetown4,Not Reported,Piped Water,Rope and Bucket,Acceptable quality
6CW8FQRF+CQ7,8.491027778,-13.22557083,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8FPPG+GH7,8.486294444,-13.27357472,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8FQHR+F92,8.478638333,-13.20909833,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW9MFM8+26C,8.68255,-12.53448833,Sierra Leone,1,Northern,Port Loko,Masimera,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CWC6837+V6J,8.204713611,-11.68699556,Sierra Leone,1,Southern,Bo,Valunia,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCVRX7+2M4,7.897504167,-11.18580306,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCVR85+9P7,7.865904444,-11.19070889,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8CRVH+6PG,8.443050278,-13.17068528,Sierra Leone,1,Western,Western Rural,Freetown2,Not Reported,Piped Water,Public Tapstand,Not Reported
6CVCVRX8+W3P,7.899848333,-11.18478444,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8FQP3+HPG,8.48642537,-13.24566657,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCWVQ5+94P,7.93845,-11.14216667,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Not Reported,Public Tapstand,Not Reported
6CVFQ27F+88H,7.763306111,-10.97665278,Sierra Leone,1,Eastern,Kenema,Gaura,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8CPJ9+2R7,8.430026667,-13.28045833,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Not Reported
6CW8CRJ2+8FR,8.430859722,-13.19887139,Sierra Leone,1,Western,Western Rural,Freetown2,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCWVQ4+FGV,7.938743056,-11.14370944,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVFR5CM+QVF,7.82193176,-10.81532155,Sierra Leone,1,Eastern,Kailahun,Malema,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8FPX6+9CR,8.498495833,-13.28897667,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCVQ9X+2C8,7.867533611,-11.20142,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CWC7W2Q+HH5,8.251375833,-11.06101972,Sierra Leone,1,Eastern,Kenema,Lower Bambara,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCVRV6+C48,7.89354,-11.18967944,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVFV6J6+6Q7,7.880547222,-10.78807,Sierra Leone,1,Eastern,Kailahun,Malema,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8FPRM+4RM,8.490331389,-13.26545806,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Not Reported
6CWCM46X+9C9,8.660916389,-11.85137833,Sierra Leone,1,Northern,Tonkolili,Tane,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW9VVHR+3HH,8.877680278,-12.10850389,Sierra Leone,1,Northern,Bombali,Makari Gbanti,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCVRJ3+8MV,7.880854444,-11.19582056,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Hydram Pump,Acceptable quality
6CW88R55+CGV,8.308607778,-13.19120639,Sierra Leone,1,Western,Western Rural,Freetown4,Not Reported,Piped Water,Rope and Bucket,Not Reported
6CW9FQ9W+FVQ,8.468714444,-12.20278083,Sierra Leone,1,Northern,Tonkolili,Yoni,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCMWRW+JHC,7.69155766,-11.05361133,Sierra Leone,1,Eastern,Kenema,Gaura,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8CRWC+HV8,8.446423611,-13.17780361,Sierra Leone,1,Western,Western Rural,Freetown2,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8CPCF+2J7,8.420045,-13.27594167,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Motorized Pump,Acceptable quality
6CVCVQ8R+3C8,7.8651525,-11.20892806,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCJXQC+PC9,7.63920479,-11.02894006,Sierra Leone,1,Eastern,Kenema,Gaura,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCXVQV+JW7,7.989029167,-11.105195,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Hydram Pump,Acceptable quality
6CVCWR6H+2FJ,7.910099722,-11.17135417,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Hydram Pump,Acceptable quality
6CVCVRM6+454,7.882750556,-11.18953444,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Motorized Pump,Acceptable quality
6CW8CRRQ+PPR,8.441873333,-13.1607475,Sierra Leone,1,Western,Western Rural,Freetown2,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCWR26+5FV,7.900495556,-11.18882528,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8FPV9+M7R,8.49423524,-13.28184813,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Not Reported
6CW8FPMV+6XM,8.483098333,-13.25506778,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Not Reported
6CWC2V59+RJ3,8.009508889,-11.13095583,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Hydram Pump,Acceptable quality
6CVCVRC2+C54,7.871008611,-11.19955917,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCWVW6+57C,7.945428056,-11.13935417,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Not Reported
6CW8FPPX+F3C,8.486187222,-13.25236361,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Not Reported
6CW8CR9R+PPJ,8.419330556,-13.15824667,Sierra Leone,1,Western,Western Rural,Freetown2,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8FR5H+P6C,8.459314167,-13.17198944,Sierra Leone,1,Western,Western Rural,Freetown2,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCVRR6+6WG,7.890571443,-11.18767573,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCMW6C+6V4,7.660460278,-11.07777194,Sierra Leone,1,Eastern,Kenema,Gaura,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCVRX8+48F,7.897807778,-11.1842125,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCRV45+GWV,7.80635,-11.1402,Sierra Leone,1,Eastern,Kenema,Dama,Not Reported,Not Reported,Public Tapstand,Not Reported
6CW8FR2J+8P8,8.4507875,-13.16818167,Sierra Leone,1,Western,Western Rural,Freetown2,Not Reported,Piped Water,Public Tapstand,Not Reported
6CVCWVQ3+2RR,7.937625833,-11.14547278,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCWVQ8+2Q5,7.937510278,-11.13302139,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Hydram Pump,Acceptable quality
6CW8CP9H+C74,8.418508333,-13.27180306,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CWF58X4+JJ8,8.199030833,-10.69340861,Sierra Leone,1,Eastern,Kailahun,Luawa,Not Reported,Piped Water,Public Tapstand,Bad color
6CVCVRW7+56X,7.895497222,-11.18687972,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8FP6V+76M,8.460718333,-13.25694389,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Not Reported
6CW8FQFV+7QP,8.473221944,-13.20553389,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW89W49+P8H,8.3568025,-13.08165611,Sierra Leone,1,Western,Western Rural,Freetown3,Not Reported,Piped Water,Public Tapstand,Not Reported
6CWCP3C2+P58,8.721775833,-11.94955694,Sierra Leone,1,Northern,Tonkolili,Kholifa Rowalla,Not Reported,Not Reported,Public Tapstand,Acceptable quality
6CW8FQH9+VWH,8.479694444,-13.23014667,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CWC2V7P+F5G,8.013691667,-11.11454,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Hydram Pump,Acceptable quality
6CW8FQPR+9QM,8.485974444,-13.20807944,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Bad color
6CVCXPHR+QJ7,7.979416667,-11.25845,Sierra Leone,1,Eastern,Kenema,Kando Leppeama,Not Reported,Not Reported,Public Tapstand,Not Reported
6CW8FQP5+92W,8.485988611,-13.24241556,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Not Reported
6CW8FP9V+8MG,8.468313056,-13.25579333,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8FQFR+GFJ,8.47383082,-13.20885649,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Not Reported
6CVCWVR5+4VG,7.940316667,-11.1403,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Not Reported,Public Tapstand,Not Reported
6CVCWR2F+R9M,7.902079167,-11.17658333,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Not Reported
6CW8FR75+4GH,8.462816667,-13.19115139,Sierra Leone,1,Western,Western Rural,Freetown2,Not Reported,Piped Water,Public Tapstand,Not Reported
6CVCVR94+2RP,7.867598056,-11.19291694,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8JQHW+RJV,8.629611389,-13.20345417,Sierra Leone,1,Northern,Port Loko,Kaffu Bullom,Not Reported,Piped Water,Hydram Pump,Not Reported
6CVFW7H8+954,7.9283975,-10.73454056,Sierra Leone,1,Eastern,Kailahun,Mandu,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVFR5XR+XM5,7.8498775,-10.80827861,Sierra Leone,1,Eastern,Kailahun,Malema,Not Reported,Piped Water,Public Tapstand,Bad taste
6CW8CRVJ+H58,8.4439125,-13.16954917,Sierra Leone,1,Western,Western Rural,Freetown2,Not Reported,Piped Water,Public Tapstand,Not Reported
6CVCWR2F+6G5,7.900503333,-11.17613306,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8CPP9+736,8.43566848,-13.28235536,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW9927J+6WM,8.363099722,-12.96769528,Sierra Leone,1,Western,Western Rural,Freetown5,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8FQQ9+VQR,8.48974417,-13.23060291,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CWC2VWV+FHX,8.046248889,-11.10601694,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8FQJP+4JX,8.480373056,-13.21338306,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8FPR7+38R,8.490248056,-13.28674611,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCJWR3+R28,7.64203,-11.09743389,Sierra Leone,1,Eastern,Kenema,Gaura,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CWC3V2V+QFC,8.051940833,-11.10635056,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Hydram Pump,Acceptable quality
6CVCVQFX+X55,7.874876944,-11.20201694,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCWR26+7MW,7.900734167,-11.18828194,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8FQQ9+VQ5,8.48963672,-13.23051153,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8CRXG+F5X,8.448736111,-13.17450167,Sierra Leone,1,Western,Western Rural,Freetown2,Not Reported,Piped Water,Public Tapstand,Not Reported
6CW8CRWJ+W87,8.447288889,-13.169205,Sierra Leone,1,Western,Western Rural,Freetown2,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW86WP9+FRQ,8.236214722,-13.08039056,Sierra Leone,1,Western,Western Rural,Freetown4,Not Reported,Piped Water,Rope and Bucket,Not Reported
6CX9434G+65C,9.105563333,-12.92460333,Sierra Leone,1,Northern,Kambia,Magbema,Not Reported,Piped Water,Hand Pump - India Mark,Acceptable quality
6CVCXV26+49C,7.950324722,-11.13911694,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Hydram Pump,Acceptable quality
6CW8FPGG+44H,8.47532,-13.27463028,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8FQPG+R2C,8.487067222,-13.22497472,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CWC2VGW+P4V,8.026874722,-11.104705,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Hydram Pump,Acceptable quality
6CVCWR39+X94,7.904880556,-11.18154278,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW88W5F+CWC,8.308563056,-13.07524917,Sierra Leone,1,Western,Western Rural,Freetown3,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCQXC5+4PM,7.770333333,-11.0406425,Sierra Leone,1,Eastern,Kenema,Gaura,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CWCGQR4+V7M,8.542215,-11.24434222,Sierra Leone,1,Eastern,Kono,Nimiyama,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCMWRV+744,7.69063519,-11.0571796,Sierra Leone,1,Eastern,Kenema,Gaura,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8FPRQ+888,8.490775,-13.26165833,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCWR38+577,7.902903333,-11.18431694,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8FPCX+GQC,8.471318611,-13.25061778,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW8CPP8+6RX,8.435606667,-13.282885,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Hand Pump,Acceptable quality
6CVCWR26+39R,7.900231111,-11.18910639,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Hydram Pump,Not Reported
6CWC3V2W+C4V,8.051106389,-11.10470556,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Hydram Pump,Acceptable quality
6CWC7W2Q+XRM,8.252451389,-11.06045444,Sierra Leone,1,Eastern,Kenema,Lower Bambara,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW86WR9+M7C,8.241681667,-13.08185972,Sierra Leone,1,Western,Western Rural,Freetown4,Not Reported,Piped Water,Rope and Bucket,Not Reported
6CVCVRW8+245,7.895001389,-11.18464944,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCVQ6X+JWJ,7.861599722,-11.20023361,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCGWW8+V73,7.547133333,-11.08431667,Sierra Leone,1,Eastern,Kenema,Tunkia,Not Reported,Not Reported,Public Tapstand,Not Reported
6CVCWR4F+3M6,7.905163611,-11.17584889,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW88WHP+8WJ,8.328347222,-13.06274639,Sierra Leone,1,Western,Western Rural,Freetown3,Not Reported,Piped Water,Hand Pump - India Mark,Acceptable quality
6CVCVRX8+27M,7.897595,-11.18432722,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCXPHR+WP4,7.979766667,-11.25818333,Sierra Leone,1,Eastern,Kenema,Kando Leppeama,Not Reported,Not Reported,Public Tapstand,Not Reported
6CVCRXFQ+27V,7.822624722,-11.01183417,Sierra Leone,1,Eastern,Kenema,Dama,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW86VV2+42J,8.242840833,-13.14997583,Sierra Leone,1,Western,Western Rural,Freetown4,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVFQ27F+9P7,7.763420833,-10.97569417,Sierra Leone,1,Eastern,Kenema,Gaura,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCVRJ6+FQH,7.881185539,-11.1880131,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CW9VX8F+G8X,8.866358056,-12.02665111,Sierra Leone,1,Northern,Bombali,Makari Gbanti,Not Reported,Piped Water,Hydram Pump,Not Reported
6CVCWR2G+3F6,7.900170278,-11.17384917,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Hydram Pump,Acceptable quality
6CW8FPGG+3MG,8.475196667,-13.27329083,Sierra Leone,1,Western,Western Urban,Freetown1,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCWR28+GVJ,7.9013325,-11.1828525,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Hydram Pump,Acceptable quality
6CVCVR94+6W6,7.868027222,-11.19272667,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCXWW8+2HF,7.995054444,-11.08357972,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVFX5Q6+CWP,7.988584722,-10.83766778,Sierra Leone,1,Eastern,Kailahun,Jawie,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCVRJ6+J7P,7.88157815,-11.18929267,Sierra Leone,1,Eastern,Kenema,Nongowa,Not Reported,Piped Water,Public Tapstand,Acceptable quality
6CVCXPJR+2MF,7.980066667,-11.25831667,Sierra Leone,1,Eastern,Kenema,Kando Leppeama,Not Reported,Not Reported,Public Tapstand,Not Reported
6CVCQX95+WCM,7.769896667,-11.04147639,Sierra Leone,1,Eastern,Kenema,Dama,Not Reported,Piped Water,Public Tapstand,Acceptable quality
